,,,,DAILY AVG,DAILY AVG,DAILY AVG,DAILY AVG,Continuous Since Jan 1978,Continuous Since Jan 1978,Continuous Since Jan 1978,Continuous Since June 1977,Continuous Since June 1977,Continuous Since June 1977,,,cut off from more data,
1988M06,0,0,0,0,0,0,0,94.7,85.7,108.6,101.62,105.1,135.5,59.3,,8.4,
1988M07,0,0,0,0,0,0,0,93.4,82.3,110.7,101.671,106.6,141.1,58.2,,8.6,
1988M08,0,0,0,0,0,0,0,97.4,88.8,110.8,101.7642,103.7,133,56,,8.4,
1988M09,0,0,0,0,0,0,0,97.3,89.5,109.4,101.8137,106.1,131.7,54.5,,8.9,
1988M10,0,0,0,0,0,0,0,94.1,87,105,101.7982,106.4,133,55.4,,8.6,
1988M11,0,0,0,0,0,0,0,93,86.3,103.3,101.7584,103.7,132.3,55.6,,8.4,
1988M12,0,0,0,0,0,0,0,91.9,85.5,102,101.7151,104.4,125.9,56,,8.3,
1989M01,0,0,0,0,0,0,0,97.9,89.9,110.3,101.6885,97,120.7,54.7,,8.5,
1989M02,0,0,0,0,0,0,0,95.4,88.8,105.7,101.5704,93.7,126.3,54.1,,9.0,
1989M03,0,0,0,0,0,0,0,94.3,87.6,104.8,101.3917,101.9,123.7,51.5,,9.5,
1989M04,0,0,0,0,0,0,0,91.5,83.2,104.4,101.2244,99.2,119.4,52.2,,8.4,
1989M05,0,0,0,0,0,0,0,90.7,80.1,107.1,101.1373,100.3,117.8,49.3,,8.1,
1989M06,0,0,0,0,0,0,0,90.6,82,104.1,101.1434,96.6,111.1,47.3,,8.2,
1989M07,0,0,0,0,0,0,0,92,85.5,102.1,101.2229,91.8,116.6,45.9,,8.2,
1989M08,0,0,0,0,0,0,0,89.6,80.3,103.9,101.325,74.2,100.4,45.1,,7.6,
1989M09,0,0,0,0,0,0,0,95.8,88.6,107.1,101.4413,77.7,97.5,46,,8.1,
1989M10,0,0,0,0,0,0,0,93.9,87.2,104.4,101.4411,55.6,73.2,46.8,,8.5,
1989M11,0,0,0,0,0,0,0,90.9,84.3,101.2,101.3904,56.1,70.3,46.8,,8.6,
1989M12,0,0,0,0,0,0,0,90.5,85.5,98.2,101.3628,59.8,63.3,47.4,,7.8,
1990M01,0,0,0,0,0,0,0,93,83.4,108,101.34,55.3,54.7,47.2,,8.0,
1990M02,0,0,0,0,0,0,0,89.5,81.3,102.3,101.2696,63.6,53.1,49.1,,8.6,
1990M03,0,0,0,0,0,0,0,91.3,81.3,106.9,101.2074,100.7,51.7,49.9,,8.3,
1990M04,0,0,0,0,0,0,0,93.9,83.9,109.4,101.1713,99.7,48.9,50,,8.8,
1990M05,0,0,0,0,0,0,0,90.6,79.3,108.1,101.083,95.5,47.8,49.5,,8.7,
1990M06,0,0,0,0,0,0,0,88.3,76.6,106.5,100.9535,100.9,43.7,49.2,,8.6,
1990M07,0,0,0,0,0,0,0,88.2,77.3,105.1,100.7202,100.3,43.8,46.6,,8.7,
1990M08,0,0,0,0,0,0,0,76.4,62.9,97.5,100.2976,96.8,45.1,46.1,,8.1,
1990M09,0,0,0,0,0,0,0,72.8,58.8,94.7,99.83145,95.4,39.1,44.5,,8.1,
1990M10,0,0,0,0,0,0,0,63.9,50.9,84.2,99.52485,79.5,31,43.2,,7.8,
1990M11,0,0,0,0,0,0,0,66,52.8,86.7,99.45222,69.7,27.1,41.3,,7.9,
1990M12,0,0,0,0,0,0,0,65.5,53.7,84,99.49835,72.6,22.5,40.8,,8.8,
1991M01,0,0,0,0,0,0,0,66.8,55.2,84.9,99.59976,68.7,22.6,39.2,,9.3,
1991M02,0,0,0,0,0,0,0,70.4,62,83.7,99.87739,63.5,23,39.4,,8.8,
1991M03,0,0,0,0,0,0,0,87.7,84.5,92.7,100.2772,76.7,26.2,40.7,,8.0,
1991M04,0,0,0,0,0,0,0,81.8,74.7,92.8,100.4217,89.7,28,42.8,,8.6,
1991M05,0,0,0,0,0,0,0,78.3,71.5,89,100.4165,96.9,34.4,44.5,,8.4,
1991M06,0,0,0,0,0,0,0,82.1,75.9,91.9,100.374,95.9,37.7,50.3,,8.9,
1991M07,0,0,0,0,0,0,0,82.9,74.4,96.1,100.3071,80.1,32.7,50.6,,8.2,
1991M08,0,0,0,0,0,0,0,82,75.3,92.3,100.254,78.3,30.1,52.9,,8.6,
1991M09,0,0,0,0,0,0,0,83,76.4,93.2,100.188,74.2,32,54.9,,8.8,
1991M10,0,0,0,0,0,0,0,78.3,70.5,90.4,99.98758,70.7,30.5,53.1,,9.3,
1991M11,0,0,0,0,0,0,0,69.1,61.9,80.3,99.70659,85.7,35.5,49.5,,9.0,
1991M12,0,0,0,0,0,0,0,68.2,61.5,78.7,99.50092,103.9,39.3,46.8,,9.7,
1992M01,0,0,0,0,0,0,0,67.5,59.1,80.5,99.43856,98,44.8,47.3,,9.4,
1992M02,0,0,0,0,0,0,0,68.8,61.8,79.7,99.54187,84.7,44.1,52.7,,9.8,
1992M03,0,0,0,0,0,0,0,76,70.3,84.9,99.71881,77.3,42.1,54.6,,9.7,
1992M04,0,0,0,0,0,0,0,77.2,70.5,87.7,99.82478,81.1,47.2,52.6,,9.9,
1992M05,0,0,0,0,0,0,0,79.2,71.2,91.5,99.83617,73.1,45,55.7,,9.9,
1992M06,0,0,0,0,0,0,0,80.4,70.7,95.4,99.73687,69.6,42,53.6,,10.1,
1992M07,0,0,0,0,0,0,0,76.6,67.6,90.6,99.53381,66.8,47.8,53.9,,9.6,
1992M08,0,0,0,0,0,0,0,76.1,69.5,86.2,99.3017,66.8,48.1,53.4,,9.7,
1992M09,0,0,0,0,0,0,0,75.6,67.4,88.3,99.10916,72.8,50.2,49.7,,8.7,
1992M10,0,0,0,0,0,0,0,73.3,67.5,82.5,99.05,66.7,51.2,50.3,,8.0,
1992M11,0,0,0,0,0,0,0,85.3,78.2,96.4,99.18785,80.3,59.2,53.6,,8.0,
1992M12,0,0,0,0,0,0,0,91,89.5,93.4,99.3455,91.8,61.8,54.2,,10.6,
1993M01,0,0,0,0,0,0,0,89.3,83.4,98.6,99.41757,92.6,67.6,55.8,,8.6,
1993M02,0,0,0,0,0,0,0,86.6,80.6,96,99.41762,84.4,73.1,55.2,,8.9,
1993M03,0,0,0,0,0,0,0,85.9,75.8,101.6,99.41168,92.6,77.9,53.5,,8.9,
1993M04,0,0,0,0,0,0,0,85.6,76.4,99.9,99.38927,95.4,87.1,50.2,,8.7,
1993M05,0,0,0,0,0,0,0,80.3,68.5,98.7,99.2702,93.6,81.9,51.2,,8.3,
1993M06,0,0,0,0,0,0,0,81.5,70.4,98.7,99.10087,94.6,89.4,49.6,,7.8,
1993M07,0,0,0,0,0,0,0,77,64.7,96.2,98.96227,91.9,90.5,50.2,,7.6,
1993M08,0,0,0,0,0,0,0,77.3,65.8,95.1,98.90633,89.4,91.7,50.7,,7.7,
1993M09,0,0,0,0,0,0,0,77.9,66.8,95.2,98.92965,89.5,89.5,50.8,,6.9,
1993M10,0,0,0,0,0,0,0,82.7,72.5,98.7,99.03062,87.9,90.9,53.4,,6.3,
1993M11,0,0,0,0,0,0,0,81.2,70.3,98.2,99.21921,97.5,104.8,53.8,,6.3,
1993M12,0,0,0,0,0,0,0,88.2,78.8,102.9,99.54913,98.1,111.4,55.6,,9.1,
1994M01,0,0,0,0,0,0,0,94.3,86.4,106.6,99.89032,94.8,111.3,56,,7.1,
1994M02,0,0,0,0,0,0,0,93.2,83.5,108.3,100.1229,90.8,112.2,56.5,,6.5,
1994M03,0,0,0,0,0,0,0,91.5,85.1,101.4,100.2783,90.1,115.3,56.9,,6.8,
1994M04,0,0,0,0,0,0,0,92.6,82.6,108.1,100.4396,97,116.2,57.4,,6.4,
1994M05,0,0,0,0,0,0,0,92.8,84.2,106.3,100.6003,93.1,115.4,58.2,,7.6,
1994M06,0,0,0,0,0,0,0,91.2,82.7,104.5,100.7306,84.5,109.7,58.8,,6.9,
1994M07,0,0,0,0,0,0,0,89,78.5,105.4,100.828,89.1,119.9,58.5,,7.0,
1994M08,0,0,0,0,0,0,0,91.7,80.8,108.7,100.9354,94.7,113.9,58,,6.5,
1994M09,0,0,0,0,0,0,0,91.5,83.5,104,101.0118,88.8,110,59,,6.8,
1994M10,0,0,0,0,0,0,0,92.7,85.1,104.6,101.0367,89.9,105.9,59.4,,7.1,
1994M11,0,0,0,0,0,0,0,91.6,84.8,102.1,101.0185,92.5,115.3,59.2,,7.0,
1994M12,0,0,0,0,0,0,0,95.1,88.8,104.9,100.989,92.3,109.5,56.1,,7.2,
1995M01,0,0,0,0,0,0,0,97.6,88.4,112,100.9329,79.9,101.1,57.4,,7.5,
1995M02,0,0,0,0,0,0,0,95.1,85.9,109.3,100.7975,89.5,110.8,55.1,,7.8,
1995M03,0,0,0,0,0,0,0,90.3,79.8,106.5,100.6524,90.7,110,52.1,,7.5,
1995M04,0,0,0,0,0,0,0,92.5,83.8,105.9,100.6055,95.9,118.2,51.5,,6.9,
1995M05,0,0,0,0,0,0,0,89.8,80.1,105,100.6249,92.4,120.2,46.7,,7.1,
1995M06,0,0,0,0,0,0,0,92.7,84.1,106.1,100.721,90.3,114.7,45.9,,6.7,
1995M07,0,0,0,0,0,0,0,94.4,87.4,105.2,100.7909,95,125,50.7,,7.1,
1995M08,0,0,0,0,0,0,0,96.2,86.1,111.8,100.7659,100.3,129.5,47.1,,6.7,
1995M09,0,0,0,0,0,0,0,88.9,78.8,104.6,100.6237,100.7,128.5,48.1,,6.8,
1995M10,0,0,0,0,0,0,0,90.2,80.8,104.8,100.4996,95.7,124.6,46.7,,7.1,
1995M11,0,0,0,0,0,0,0,88.2,79.7,101.3,100.4188,93.5,133.4,45.9,,6.6,
1995M12,0,0,0,0,0,0,0,91,83.7,102.4,100.3986,99.9,135.7,46.2,,6.1,
1996M01,0,0,0,0,0,0,0,89.3,78.7,105.8,100.4056,103.8,141.2,45.5,,6.7,
1996M02,0,0,0,0,0,0,0,88.5,77.8,105.2,100.4473,101.9,144.3,45.9,,6.7,
1996M03,0,0,0,0,0,0,0,93.7,86.2,105.4,100.5337,101.1,144.8,46.9,,6.6,
1996M04,0,0,0,0,0,0,0,92.7,83,107.8,100.5588,103.2,141.6,49.3,,5.7,
1996M05,0,0,0,0,0,0,0,89.4,79.2,105.1,100.5474,111.4,152.6,49.1,,6.7,
1996M06,0,0,0,0,0,0,0,92.4,84,105.4,100.5687,111.7,157.1,53.6,,7.1,
1996M07,0,0,0,0,0,0,0,94.7,86.5,107.5,100.6064,107.6,154.5,49.7,,6.7,
1996M08,0,0,0,0,0,0,0,95.3,87.3,107.8,100.6492,108.7,156.1,51.6,,6.6,
1996M09,0,0,0,0,0,0,0,94.7,90.1,102,100.6711,111.9,157.6,51.1,,6.7,
1996M10,0,0,0,0,0,0,0,96.5,89.9,106.6,100.6815,107.3,147.5,50.5,,6.4,
1996M11,0,0,0,0,0,0,0,99.2,93.9,107.5,100.6711,108.9,156.8,53,,6.4,
1996M12,0,0,0,0,0,0,0,96.9,91.8,104.9,100.6456,118.3,163.1,55.2,,6.4,
1997M01,0,0,0,0,0,0,0,97.4,91.3,106.8,100.6763,107.7,159.3,53.8,,6.2,
1997M02,0,0,0,0,0,0,0,99.7,94.9,107.2,100.7647,114.5,171.8,53.1,,6.2,
1997M03,0,0,0,0,0,0,0,100,93.6,109.8,100.8862,107.9,172.7,53.8,,6.4,
1997M04,0,0,0,0,0,0,0,101.4,92.5,115.2,101.042,115.8,169.3,53.7,,6.5,
1997M05,0,0,0,0,0,0,0,103.2,96.6,113.5,101.223,113.3,170.9,56.1,,6.8,
1997M06,0,0,0,0,0,0,0,104.5,98.9,113.2,101.3902,116.2,171.3,54.9,,6.6,
1997M07,0,0,0,0,0,0,0,107.1,102.6,114,101.4996,113.4,172.9,57.7,56.7,6.1,
1997M08,0,0,0,0,0,0,0,104.4,100.3,110.7,101.5224,106.8,172.6,56.3,62,6.0,
1997M09,0,0,0,0,0,0,0,106,100.7,114.1,101.505,96.8,170.7,53.9,56.2,6.2,
1997M10,0,0,0,0,0,0,0,105.6,102.8,109.8,101.4473,88.7,165.2,56.4,56.6,6.2,
1997M11,0,0,0,0,0,0,0,107.2,102.3,114.9,101.3967,99.5,166.7,55.7,58.5,6.4,
1997M12,0,0,0,0,0,0,0,102.1,96.1,111.4,101.3577,98.7,168.6,54.5,55.5,6.4,
1998M01,0,0,0,0,0,0,0,106.6,102.2,113.5,101.4158,99.6,172.9,53.8,57,7.4,
1998M02,0,0,0,0,0,0,0,110.4,104.2,120,101.5025,103.4,177.7,52.9,56.2,7.4,
1998M03,0,0,0,0,0,0,0,106.5,101.9,113.7,101.5397,105.5,176.6,52.9,54.7,7.5,
1998M04,0,0,0,0,0,0,0,108.7,104.3,115.5,101.5477,108.8,175.5,52.2,54.9,7.2,
1998M05,0,0,0,0,0,0,0,106.5,101.7,113.9,101.5111,111.3,177.2,50.9,56.2,6.9,
1998M06,0,0,0,0,0,0,0,105.6,99.3,115.4,101.446,114.9,175,48.9,55.1,6.8,
1998M07,0,0,0,0,0,0,0,105.2,100,113.3,101.3905,107.6,179.2,49.2,55.8,6.9,
1998M08,0,0,0,0,0,0,0,104.4,98.3,113.9,101.3184,109.2,176.3,49.3,53.5,6.8,
1998M09,0,0,0,0,0,0,0,100.9,93.9,111.7,101.2572,106.2,176.3,48.7,55,6.4,
1998M10,0,0,0,0,0,0,0,97.4,87.5,112.8,101.2619,101.5,173.9,48.7,53.8,6.2,
1998M11,0,0,0,0,0,0,0,102.7,94.3,115.9,101.3719,110.4,176.8,48.2,52.6,6.3,
1998M12,0,0,0,0,0,0,0,100.5,91.9,113.9,101.4894,115,181.7,46.8,52.9,5.8,
1999M01,0,0,0,0,0,0,0,103.9,95.7,116.8,101.6489,119.1,183.1,50.6,55.6,6.4,
1999M02,0,0,0,0,0,0,0,108.1,103.6,115,101.7509,114.6,180.1,51.7,54.4,6.3,
1999M03,0,0,0,0,0,0,0,105.7,99,116.3,101.7405,106.8,182.5,52.4,55.3,6.0,
1999M04,0,0,0,0,0,0,0,104.6,97.4,115.9,101.711,109.7,179.8,52.3,55.5,5.0,
1999M05,0,0,0,0,0,0,0,106.8,97.6,121.1,101.7316,118.7,183.6,54.3,55.3,4.8,
1999M06,0,0,0,0,0,0,0,107.3,99.8,118.9,101.7804,111.9,180.1,55.8,56.7,4.7,
1999M07,0,0,0,0,0,0,0,106,99.2,116.5,101.8197,113.7,186.8,53.6,56.2,4.8,
1999M08,0,0,0,0,0,0,0,104.5,98.4,114.1,101.8638,113.9,181.3,54.8,56.4,4.7,
1999M09,0,0,0,0,0,0,0,107.2,101.5,115.9,101.9342,115.9,182.5,57,56.2,4.1,
1999M10,0,0,0,0,0,0,0,103.2,97.1,112.7,102.013,108.4,176.8,57.2,57.6,4.4,
1999M11,0,0,0,0,0,0,0,107.2,101,116.8,102.1182,101.2,179.7,58.1,54.9,4.6,
1999M12,0,0,0,0,0,0,0,105.4,101.1,112.2,102.2257,96.9,176.1,57.8,56.9,4.2,
2000M01,0,0,0,0,0,0,0,112,108.6,117.3,102.3445,79.3,170.4,56.7,56.6,5.0,
2000M02,0,0,0,0,0,0,0,111.3,107.8,116.8,102.3578,70.7,167.1,55.8,56.2,4.5,
2000M03,0,0,0,0,0,0,0,107.1,101.7,115.4,102.3115,83.1,167.5,54.9,57.4,4.3,
2000M04,0,0,0,0,0,0,0,109.2,103.7,117.8,102.2946,79.1,156,54.7,58,4.8,
2000M05,0,0,0,0,0,0,0,110.7,104.8,119.9,102.2849,87.1,159.6,53.2,57.7,4.8,
2000M06,0,0,0,0,0,0,0,106.4,100.8,115.1,102.2485,93.5,156.8,51.4,56.9,4.8,
2000M07,0,0,0,0,0,0,0,108.3,104.5,114.2,102.2389,92.9,151.3,52.5,55.3,5.1,
2000M08,0,0,0,0,0,0,0,107.3,104,112.4,102.1742,93.7,144.5,49.9,57.6,5.2,
2000M09,0,0,0,0,0,0,0,106.8,103.4,112,102.0382,78.1,125.4,49.7,56.7,4.5,
2000M10,0,0,0,0,0,0,0,105.8,100.7,113.6,101.9388,70.7,107.2,48.7,56.7,4.8,
2000M11,0,0,0,0,0,0,0,107.6,101.6,116.9,101.8066,77.3,96.2,48.5,56.2,4.7,
2000M12,0,0,0,0,0,0,0,98.4,90.7,110.5,101.5863,92.4,97.8,43.9,54,4.4,
2001M01,0,0,0,0,0,0,0,94.7,86.4,107.7,101.3699,97.6,98.1,42.3,51.6,4.9,
2001M02,0,0,0,0,0,0,0,90.6,80.8,105.8,101.1917,94,96.4,42.1,51.3,5.0,
2001M03,0,0,0,0,0,0,0,91.5,83.9,103.4,101.0883,110.2,111.5,43.1,50.7,5.3,
2001M04,0,0,0,0,0,0,0,88.4,82.2,98,101.016,109.6,106.8,42.7,48.3,5.1,
2001M05,0,0,0,0,0,0,0,92,85.4,102.2,100.9671,109.7,111.2,41.3,49,4.5,
2001M06,0,0,0,0,0,0,0,92.6,86.9,101.6,100.9204,107.2,104.9,43.2,50.1,4.4,
2001M07,0,0,0,0,0,0,0,92.4,88.4,98.6,100.8182,96.1,99.4,43.5,48.1,5.6,
2001M08,0,0,0,0,0,0,0,91.5,85.2,101.2,100.6101,95.5,93.1,46.3,46.9,6.6,
2001M09,0,0,0,0,0,0,0,81.8,73.5,94.6,100.3409,97.2,88.5,46.2,49.5,7.0,
2001M10,0,0,0,0,0,0,0,82.7,75.5,94,100.2157,81.1,77.2,40.8,44.8,3.1,
2001M11,0,0,0,0,0,0,0,83.9,76.6,95.3,100.2823,89.3,78.3,44.1,48.2,3.5,
2001M12,0,0,0,0,0,0,0,88.8,82.3,99,100.4823,88.1,69.6,45.3,49.7,3.8,
2002M01,0,0,0,0,0,0,0,93,91.3,95.7,100.6697,81.1,75.3,47.5,48.8,5.7,
2002M02,0,0,0,0,0,0,0,90.7,87.2,96.2,100.8094,65.7,63.5,50.7,52.7,5.5,
2002M03,0,0,0,0,0,0,0,95.7,92.7,100.4,100.9265,61.4,61.4,52.4,52.8,5.6,
2002M04,0,0,0,0,0,0,0,93,89.1,99.2,100.957,84.8,75.2,52.4,53.5,5.5,
2002M05,0,0,0,0,0,0,0,96.9,92.7,103.5,100.9441,94.5,67.3,53.1,54.8,6.2,
2002M06,0,0,0,0,0,0,0,92.4,87.9,99.5,100.8216,96.4,64.2,53.6,52.5,6.2,
2002M07,0,0,0,0,0,0,0,88.1,81,99.3,100.6532,86.3,63,50.2,50.4,5.4,
2002M08,0,0,0,0,0,0,0,87.6,80.6,98.5,100.4909,94.9,62,50.3,50.9,5.4,
2002M09,0,0,0,0,0,0,0,86.1,79.9,95.8,100.3367,88.5,59.7,50.5,52.3,5.9,
2002M10,0,0,0,0,0,0,0,80.6,73.1,92.4,100.1677,91.5,67,49,51.4,5.8,
2002M11,0,0,0,0,0,0,0,84.2,78.5,93.1,100.0512,100.1,81,48.5,52.9,5.8,
2002M12,0,0,0,0,0,0,0,86.7,80.8,96,99.90701,107.4,76,51.6,52.3,5.4,
2003M01,0,0,0,0,0,0,0,82.4,72.8,97.2,99.70457,105.3,86.1,51.3,53.3,5.4,
2003M02,0,0,0,0,0,0,0,79.9,69.9,95.4,99.5312,91.9,83.3,48.8,52.6,5.3,
2003M03,0,0,0,0,0,0,0,77.6,69.6,90,99.52578,91.3,84.4,46.3,49.1,5.0,
2003M04,0,0,0,0,0,0,0,86,79.3,96.4,99.78223,94.8,90.4,46.1,50.1,5.1,
2003M05,0,0,0,0,0,0,0,92.1,91.4,93.2,100.0689,94.8,90.5,49,52.8,5.5,
2003M06,0,0,0,0,0,0,0,89.7,86.4,94.7,100.2415,100.8,105.9,49,54.3,5.3,
2003M07,0,0,0,0,0,0,0,90.9,83.7,102.1,100.3105,105.3,106.4,51,57.3,6.1,
2003M08,0,0,0,0,0,0,0,89.3,82.5,99.7,100.3012,97.3,100.7,53.2,59.1,5.9,
2003M09,0,0,0,0,0,0,0,87.7,80.8,98.4,100.3081,97.7,95.3,52.4,57.6,5.1,
2003M10,0,0,0,0,0,0,0,89.6,83,99.9,100.3844,92.2,94,55.2,58.7,5.3,
2003M11,0,0,0,0,0,0,0,93.7,88.1,102.5,100.528,90.2,96.3,58.4,57.5,5.3,
2003M12,0,0,0,0,0,0,0,92.6,89.8,97,100.6801,100.7,105.7,60.1,56.8,5.2,
2004M01,0,0,0,0,0,0,0,103.8,100.1,109.5,100.8362,100.4,112.1,60.8,61.2,4.9,
2004M02,0,0,0,0,0,0,0,94.4,88.5,103.6,100.8238,96.1,116.8,59.9,58,4.9,
2004M03,0,0,0,0,0,0,0,95.8,88.8,106.8,100.7749,93.7,117,60.6,58.3,4.7,
2004M04,0,0,0,0,0,0,0,94.2,87.3,105,100.728,86.7,113.8,60.6,59.6,5.1,
2004M05,0,0,0,0,0,0,0,90.2,81.6,103.6,100.7014,93.4,117.8,61.4,58.5,5.1,
2004M06,0,0,0,0,0,0,0,95.6,88.5,106.7,100.7461,96.4,120.8,60.5,58.6,5.6,
2004M07,0,0,0,0,0,0,0,96.7,91.2,105.2,100.8075,93.2,119.3,59.9,58.5,5.0,
2004M08,0,0,0,0,0,0,0,95.9,88.2,107.9,100.807,93.3,123.8,58.5,57.3,5.0,
2004M09,0,0,0,0,0,0,0,94.2,88,103.7,100.7754,72.3,110.4,57.4,57.9,4.4,
2004M10,0,0,0,0,0,0,0,91.7,83.8,104,100.7741,70.1,107.8,56.3,58.8,4.3,
2004M11,0,0,0,0,0,0,0,92.8,85.2,104.7,100.8272,88.4,113.2,56.2,58.4,3.8,
2004M12,0,0,0,0,0,0,0,97.1,90.9,106.7,100.9236,92.6,120.7,57.2,59.6,6.6,
2005M01,0,0,0,0,0,0,0,95.5,85.7,110.9,101.0008,92.1,128.8,56.8,58,3.2,
2005M02,0,0,0,0,0,0,0,94.1,84.4,109.2,100.9778,84.2,130.3,55.5,59.4,2.9,
2005M03,0,0,0,0,0,0,0,92.6,82.8,108,100.8408,90.3,133.3,55.2,58,3.1,
2005M04,0,0,0,0,0,0,0,87.7,77,104.4,100.692,92.3,136.2,52.2,55.6,2.7,
2005M05,0,0,0,0,0,0,0,86.9,75.3,104.9,100.6369,85.1,134.1,50.8,55.3,3.2,
2005M06,0,0,0,0,0,0,0,96,85,113.2,100.6819,87.5,132.2,52.4,58.1,2.6,
2005M07,0,0,0,0,0,0,0,96.5,85.5,113.5,100.6429,88.9,134.2,52.8,59.5,2.1,
2005M08,0,0,0,0,0,0,0,89.1,76.9,108.2,100.424,84.4,123.9,52.4,61.3,2.6,
2005M09,0,0,0,0,0,0,0,76.9,63.3,98.1,100.1559,91,128.3,56.8,55.7,2.7,
2005M10,0,0,0,0,0,0,0,74.2,63.2,91.2,100.1274,91.9,125.1,57.2,57.4,2.9,
2005M11,0,0,0,0,0,0,0,81.6,69.6,100.2,100.3637,91.9,125.4,56.7,59.1,3.2,
2005M12,0,0,0,0,0,0,0,91.5,80.2,109.1,100.7001,96.3,130.5,55.1,59,3.1,
2006M01,0,0,0,0,0,0,0,91.2,78.9,110.3,100.9325,94.4,133.9,55,56.3,3.7,
2006M02,0,0,0,0,0,0,0,86.7,74.5,105.6,100.9799,93.8,137.1,55.8,57.6,3.9,
2006M03,0,0,0,0,0,0,0,88.9,76,109.1,100.9402,87.9,138.5,54.3,56.9,4.1,
2006M04,0,0,0,0,0,0,0,87.4,73.4,109.2,100.83,88.2,133.5,55.2,58.4,3.8,
2006M05,0,0,0,0,0,0,0,79.1,68.2,96.1,100.6503,90.1,136.1,53.7,57,3.6,
2006M06,0,0,0,0,0,0,0,84.9,72,105,100.555,88.8,129.9,52,55.2,3.7,
2006M07,0,0,0,0,0,0,0,84.7,72.5,103.5,100.5307,94.4,138.3,53,55.6,3.1,
2006M08,0,0,0,0,0,0,0,82,68,103.8,100.559,89.2,130.1,53.7,53.9,3.3,
2006M09,0,0,0,0,0,0,0,85.4,78.2,96.6,100.7048,85,121.2,52.2,54.5,3.2,
2006M10,0,0,0,0,0,0,0,93.6,84.8,107.3,100.9182,80,118,51.4,54.9,3.2,
2006M11,0,0,0,0,0,0,0,92.1,83.2,106,101.0402,69.1,115.7,50.3,54.5,3.6,
2006M12,0,0,0,0,0,0,0,91.7,81.2,108.1,101.0987,75.8,112.9,51.4,53.7,3.5,
2007M01,0,0,0,0,0,0,0,96.9,87.6,111.3,101.1086,69.3,114.3,50.4,55.4,3.2,
2007M02,0,0,0,0,0,0,0,91.3,81.5,106.7,101.0434,58,104,54.1,54.2,3.6,
2007M03,0,0,0,0,0,0,0,88.4,78.7,103.5,100.9643,49.4,90.6,52.8,52.1,3.9,
2007M04,0,0,0,0,0,0,0,87.1,75.9,104.6,100.9411,50,81.9,52.7,53.4,3.8,
2007M05,0,0,0,0,0,0,0,88.3,77.6,105.1,100.9584,47.3,74.2,53.1,54.3,3.6,
2007M06,0,0,0,0,0,0,0,85.3,74.7,101.9,100.9331,41.4,65.4,54,54.9,3.5,
2007M07,0,0,0,0,0,0,0,90.4,81.5,104.5,100.8864,42.7,65.8,51.8,53.6,3.4,
2007M08,0,0,0,0,0,0,0,83.4,73.7,98.4,100.7224,54.1,65,52.2,52.7,3.1,
2007M09,0,0,0,0,0,0,0,83.4,74.1,97.9,100.5122,61.5,61.1,53.8,52.6,3.1,
2007M10,0,0,0,0,0,0,0,80.9,70.1,97.6,100.259,35.7,43.5,52.8,53.6,3.0,
2007M11,0,0,0,0,0,0,0,76.1,66.2,91.5,99.9706,46.2,42.3,51.5,52.8,2.8,
2007M12,0,0,0,0,0,0,0,75.5,65.6,91,99.74594,44.2,30.2,50.1,52.5,3.2,
2008M01,0,0,0,0,0,0,0,78.4,68.1,94.4,99.51384,42.5,29.7,50.9,44.8,3.2,
2008M02,0,0,0,0,0,0,0,70.8,62.4,83.8,99.19123,27.3,22.3,48.8,49.9,3.6,
2008M03,0,0,0,0,0,0,0,69.5,60.1,84.2,98.80675,30.2,21.9,49.7,49.4,3.4,
2008M04,0,0,0,0,0,0,0,62.6,53.3,77,98.32884,51,25.5,48.5,51.9,2.9,
2008M05,0,0,0,0,0,0,0,59.8,51.1,73.3,97.85762,71.5,29.7,48.9,51.5,7.3,
2008M06,0,0,0,0,0,0,0,56.4,49.2,67.6,97.49364,65.5,25,49.9,48.1,5.1,
2008M07,0,0,0,0,0,0,0,61.2,53.5,73.1,97.38885,63.4,23.3,50.8,50.1,4.0,
