date,govt_string,tot_cases,new_cases,new_deaths,umsennt_over,umsent_exp,umsenti_cur,cci_over,cci_exp,cci_cur,ism_manu,ism_non,tot_deaths,new_deaths
2008M07,,,,,61.20000,53.50000,73.10000,97.38885,63.40000,23.30000,50.80000,50.10000,,
2008M08,,,,,63.00000,57.90000,71.00000,97.47665,73.80000,25.40000,50.10000,50.60000,,
2008M09,,,,,70.30000,67.20000,75.00000,97.47861,73.70000,23.00000,47.20000,49.40000,,
2008M10,,,,,57.60000,57.00000,58.40000,97.18391,67.00000,21.10000,38.20000,44.70000,,
2008M11,,,,,55.30000,53.90000,57.50000,96.91701,70.30000,21.20000,39.00000,37.80000,,
2008M12,,,,,60.10000,54.00000,69.50000,96.77016,75.90000,20.20000,34.50000,40.00000,,
2009M01,,,,,61.20000,57.80000,66.50000,96.70390,77.30000,25.20000,36.40000,43.00000,,
2009M02,,,,,56.30000,50.50000,65.50000,96.71537,62.90000,21.70000,36.60000,41.60000,,
2009M03,,,,,57.30000,53.50000,63.30000,96.96117,70.40000,25.20000,37.20000,40.10000,,
2009M04,,,,,65.10000,63.10000,68.30000,97.44707,77.40000,28.20000,39.90000,43.70000,,
2009M05,,,,,68.70000,69.40000,67.70000,97.93120,84.60000,29.80000,44.10000,44.40000,,
2009M06,,,,,70.80000,69.20000,73.20000,98.29217,72.70000,26.80000,46.30000,46.40000,,
2009M07,,,,,66.00000,63.20000,70.50000,98.52478,67.50000,26.40000,49.70000,47.10000,,
2009M08,,,,,65.70000,65.00000,66.60000,98.73898,72.00000,24.90000,53.40000,48.90000,,
2009M09,,,,,73.50000,73.50000,73.40000,98.96420,65.50000,23.30000,54.90000,50.10000,,
2009M10,,,,,70.60000,68.60000,73.70000,99.06335,67.50000,23.50000,57.60000,51.00000,,
2009M11,,,,,67.40000,66.50000,68.80000,99.09332,79.90000,24.70000,55.40000,49.50000,,
2009M12,,,,,72.50000,68.90000,78.00000,99.16170,86.50000,28.80000,55.80000,49.70000,,
2010M01,,,,,74.40000,70.10000,81.10000,99.23739,87.30000,31.10000,56.30000,50.00000,,
2010M02,,,,,73.60000,68.40000,81.80000,99.25607,97.50000,33.80000,55.50000,51.70000,,
2010M03,,,,,73.60000,67.90000,82.40000,99.26062,81.30000,37.50000,58.80000,53.30000,,
2010M04,,,,,72.20000,66.50000,81.00000,99.24883,83.20000,40.20000,58.10000,55.30000,,
2010M05,,,,,73.60000,68.80000,81.00000,99.20448,76.70000,39.30000,57.40000,55.50000,,
2010M06,,,,,76.00000,69.80000,85.60000,99.15626,71.60000,36.60000,56.50000,54.40000,,
2010M07,,,,,67.80000,62.30000,76.50000,99.10433,74.90000,35.70000,56.10000,54.60000,,
2010M08,,,,,68.90000,62.90000,78.30000,99.12060,52.40000,34.30000,56.40000,52.40000,,
2010M09,,,,,68.20000,60.90000,79.60000,99.14477,55.10000,33.30000,55.30000,53.30000,,
2010M10,,,,,67.70000,61.90000,76.60000,99.18876,50.00000,27.10000,56.90000,55.30000,,
2010M11,,,,,71.60000,64.80000,82.10000,99.27261,66.40000,38.30000,57.30000,56.40000,,
2010M12,,,,,74.50000,67.50000,85.30000,99.30904,77.00000,46.50000,56.60000,56.90000,,
2011M01,,,,,74.20000,69.30000,81.80000,99.27017,76.70000,38.80000,59.10000,57.60000,,
2011M02,,,,,77.50000,71.60000,86.90000,99.15990,88.40000,46.40000,59.20000,58.00000,,
2011M03,,,,,67.50000,57.90000,82.50000,98.92869,82.50000,49.90000,58.40000,55.80000,,
2011M04,,,,,69.80000,61.60000,82.50000,98.79563,80.40000,51.20000,57.90000,55.20000,,
2011M05,,,,,74.30000,69.50000,81.90000,98.78740,77.30000,44.90000,54.80000,55.00000,,
2011M06,,,,,71.50000,64.70000,82.00000,98.69659,73.40000,46.60000,55.80000,54.20000,,
2011M07,,,,,63.70000,55.90000,75.70000,98.44305,78.40000,45.90000,52.90000,53.50000,,
2011M08,,,,,55.80000,47.60000,68.50000,98.13927,71.10000,46.50000,52.60000,53.50000,,
2011M09,,,,,59.50000,49.40000,75.20000,98.01848,81.50000,48.70000,53.70000,52.30000,,
2011M10,,,,,60.80000,51.70000,74.90000,98.03896,84.00000,56.70000,51.40000,52.80000,,
2011M11,,,,,63.70000,54.90000,77.40000,98.18469,80.90000,57.40000,51.80000,52.90000,,
2011M12,,,,,69.90000,63.60000,79.60000,98.37943,68.10000,64.60000,53.00000,52.60000,,
2012M01,,,,,75.00000,69.10000,84.20000,98.59568,59.90000,56.20000,54.20000,57.30000,,
2012M02,,,,,75.30000,70.30000,83.00000,98.75391,72.40000,61.40000,53.30000,55.90000,,
2012M03,,,,,76.20000,69.80000,86.00000,98.83225,63.70000,59.20000,53.50000,55.60000,,
2012M04,,,,,76.40000,72.30000,82.90000,98.83693,74.30000,61.00000,55.20000,55.30000,,
2012M05,,,,,79.30000,74.30000,87.20000,98.80506,80.60000,64.80000,53.20000,55.10000,,
2012M06,,,,,73.20000,67.80000,81.50000,98.70222,91.10000,68.70000,49.50000,53.60000,,
2012M07,,,,,72.30000,65.60000,82.70000,98.63507,86.00000,73.60000,49.60000,52.10000,,
2012M08,,,,,74.30000,65.10000,88.70000,98.62212,89.00000,70.90000,49.00000,52.10000,,
2012M09,,,,,78.30000,73.50000,85.70000,98.66330,84.70000,73.50000,50.80000,53.80000,,
2012M10,,,,,82.60000,79.00000,88.10000,98.72830,72.20000,72.60000,50.50000,54.30000,,
2012M11,,,,,82.70000,77.70000,90.60000,98.73952,71.10000,73.50000,48.00000,53.90000,,
2012M12,,,,,72.90000,63.80000,87.00000,98.69035,79.00000,75.30000,50.10000,55.70000,,
2013M01,,,,,73.80000,66.60000,85.00000,98.76794,80.80000,77.30000,53.30000,55.90000,,
2013M02,,,,,77.60000,70.20000,89.00000,98.89589,76.50000,81.00000,54.20000,56.60000,,
2013M03,,,,,78.60000,70.80000,90.70000,99.01604,84.80000,82.50000,51.90000,55.90000,,
2013M04,,,,,76.40000,67.80000,89.90000,99.12910,83.90000,78.50000,51.00000,54.30000,,
2013M05,,,,,84.50000,75.80000,98.00000,99.28200,83.50000,80.30000,50.80000,54.80000,,
2013M06,,,,,84.10000,77.80000,93.80000,99.41510,86.40000,86.30000,51.10000,53.60000,,
2013M07,,,,,85.10000,76.50000,98.60000,99.51945,91.90000,87.90000,53.80000,55.20000,,
2013M08,,,,,82.10000,73.70000,95.20000,99.52956,93.10000,93.90000,54.00000,55.30000,,
2013M09,,,,,77.50000,67.80000,92.60000,99.47154,86.40000,93.00000,54.60000,53.60000,,
2013M10,,,,,73.20000,62.50000,89.90000,99.39301,93.80000,94.40000,54.60000,53.90000,,
2013M11,,,,,75.10000,66.80000,88.00000,99.41893,89.30000,93.70000,55.50000,53.10000,,
2013M12,,,,,82.50000,72.10000,98.60000,99.50521,88.50000,99.90000,56.50000,53.50000,,
2014M01,,,,,81.20000,71.20000,96.80000,99.56406,97.00000,113.90000,52.50000,55.20000,,
2014M02,,,,,81.60000,72.70000,95.40000,99.61658,90.00000,112.10000,55.00000,53.40000,,
2014M03,,,,,80.00000,70.00000,95.70000,99.71342,96.00000,109.50000,55.90000,54.90000,,
2014M04,,,,,84.10000,74.70000,98.70000,99.83037,87.10000,105.10000,56.60000,55.70000,,
2014M05,,,,,81.90000,73.70000,94.50000,99.88539,86.20000,107.10000,55.70000,56.00000,,
2014M06,,,,,82.50000,73.50000,96.60000,99.89548,92.80000,110.30000,55.00000,56.80000,,
2014M07,,,,,81.80000,71.80000,97.40000,99.86429,82.30000,104.00000,55.10000,56.90000,,
2014M08,,,,,82.50000,71.30000,99.80000,99.84016,91.60000,115.80000,56.30000,58.00000,,
2014M09,,,,,84.60000,75.40000,98.90000,99.85101,90.80000,120.30000,55.70000,57.30000,,
2014M10,,,,,86.90000,79.60000,98.30000,99.90665,88.70000,114.60000,56.20000,55.80000,,
2014M11,,,,,88.80000,79.90000,102.70000,100.01980,80.40000,110.90000,56.30000,58.20000,,
2014M12,,,,,93.60000,86.40000,104.80000,100.21940,83.00000,116.40000,55.70000,57.20000,,
2015M01,,,,,98.10000,91.00000,109.30000,100.43870,85.30000,116.60000,53.90000,56.20000,,
2015M02,,,,,95.40000,88.00000,106.90000,100.58230,79.90000,115.00000,53.00000,57.60000,,
2015M03,,,,,93.00000,85.30000,105.00000,100.64820,83.60000,114.90000,52.10000,58.40000,,
2015M04,,,,,95.90000,88.80000,107.00000,100.64960,79.70000,117.10000,51.90000,57.50000,,
2015M05,,,,,90.70000,84.20000,100.80000,100.57980,78.50000,113.20000,52.90000,56.70000,,
2015M06,,,,,96.10000,87.80000,108.90000,100.52250,84.60000,116.60000,52.50000,55.70000,,
2015M07,,,,,93.10000,84.10000,107.20000,100.40420,82.00000,118.80000,52.00000,60.10000,,
2015M08,,,,,91.90000,83.40000,105.10000,100.30600,86.10000,125.30000,50.20000,58.60000,,
2015M09,,,,,87.20000,78.20000,101.20000,100.27340,87.20000,127.90000,50.10000,56.10000,,
2015M10,,,,,90.00000,82.10000,102.30000,100.38340,86.00000,123.10000,49.10000,56.90000,,
2015M11,,,,,91.30000,82.90000,104.30000,100.52740,94.40000,132.00000,49.10000,56.10000,,
2015M12,,,,,92.60000,82.70000,108.10000,100.57670,106.40000,123.50000,48.70000,55.30000,,
2016M01,,,,,92.00000,82.70000,106.40000,100.50790,99.30000,130.00000,47.60000,53.80000,,
2016M02,,,,,91.70000,81.90000,106.80000,100.39660,103.90000,134.40000,49.20000,52.80000,,
2016M03,,,,,91.00000,81.50000,105.60000,100.33450,112.30000,143.90000,51.00000,55.40000,,
2016M04,,,,,89.00000,77.60000,106.70000,100.34200,105.40000,140.30000,51.30000,55.20000,,
2016M05,,,,,94.70000,84.90000,109.90000,100.39660,102.30000,140.60000,51.40000,54.10000,,
2016M06,,,,,93.50000,82.40000,110.80000,100.38390,99.60000,143.90000,52.20000,55.80000,,
2016M07,,,,,90.00000,77.80000,109.00000,100.30280,103.00000,145.40000,52.70000,56.20000,,
2016M08,,,,,89.80000,78.70000,107.00000,100.28650,101.70000,148.40000,49.80000,52.60000,,
2016M09,,,,,91.20000,82.70000,104.20000,100.32400,103.00000,146.90000,51.10000,55.40000,,
2016M10,,,,,87.20000,76.80000,103.20000,100.36490,109.00000,152.00000,51.80000,54.30000,,
2016M11,,,,,93.80000,85.20000,107.30000,100.44420,111.00000,154.90000,53.20000,56.40000,,
2016M12,,,,,98.20,89.50,111.90,100.51,100.80,156.50,54.40,55.80,,
2017M01,,,,,98.50,90.30,111.30,100.51,104.00,154.70,55.70,57.00,,
2017M02,,,,,96.30,86.50,111.50,100.54,109.20,161.20,57.70,56.60,,
2017M03,,,,,96.90,86.50,113.20,100.64,106.20,158.10,56.50,56.20,,
2017M04,,,,,97.00,87.00,112.70,100.76,104.30,157.50,55.80,57.20,,
2017M05,,,,,97.10,87.70,111.70,100.84,107.20,161.20,56.40,57.40,,
2017M06,,,,,95.00,83.80,112.40,100.86,104.00,161.70,56.20,56.80,,
2017M07,,,,,93.40,80.50,113.40,100.89,102.40,166.10,56.50,55.40,,
2017M08,,,,,96.80,87.70,110.90,100.95,109.30,172.80,58.40,55.80,,
2017M09,,,,,95.10,84.40,111.70,101.02,112.50,169.40,60.00,58.10,,
2017M10,,,,,100.70,90.50,116.50,101.11,115.10,171.90,58.60,60.40,,
2017M11,,,,,98.50,88.90,113.50,101.14,112.30,172.70,57.60,57.10,,
2017M12,,,,,95.90,84.30,113.80,101.13,97.70,169.90,59.70,56.30,,
2018M01,,,,,95.70,86.30,110.50,101.14,89.40,170.20,59.40,60.00,,
2018M02,,,,,99.70,90.00,114.90,101.16,103.80,172.80,60.90,58.50,,
2018M03,,,,,101.40,88.80,121.20,101.17,98.30,163.00,58.80,58.20,,
2018M04,,,,,98.80,88.40,114.90,101.16,102.70,169.00,58.60,57.60,,
2018M05,,,,,98.00,89.10,111.80,101.15,105.00,170.70,59.00,58.00,,
2018M06,,,,,98.20,86.30,116.50,101.16,97.60,164.30,59.90,58.50,,
2018M07,,,,,97.90,87.30,114.40,101.17,112.40,170.90,58.10,57.50,,
2018M08,,,,,96.20,87.10,110.30,101.11,106.40,176.00,60.50,59.50,,
2018M09,,,,,100.10,90.50,115.20,101.03,96.80,170.60,59.30,60.40,,
2018M10,,,,,98.60,89.30,113.10,100.92,94.50,173.50,58.10,60.80,,
2018M11,,,,,97.50,88.10,112.30,100.81,100.30,166.60,58.60,60.10,,
2018M12,,,,,98.30,87.00,116.10,100.73,100.00,170.50,54.90,58.10,,
2019M01,,,,,91.20,79.90,108.80,100.71,101.40,173.90,55.70,56.50,,
2019M02,,,,,93.80,84.40,108.50,100.78,108.10,169.30,54.40,59.10,,
2019M03,,,,,98.40,88.80,113.30,100.88,86.80,166.70,54.90,56.50,,
2019M04,,,,,97.20,87.40,112.30,100.90,94.30,73.00,53.60,55.30,,
2019M05,,,,,100.00,93.50,110.00,100.87,97.60,68.40,52.60,56.10,,
2019M06,,,,,98.20,89.30,111.90,100.77,106.10,86.70,51.50,55.20,,
2019M07,,,,,98.40,90.50,110.70,100.63,88.90,95.90,51.00,54.40,,
2019M08,,,,,89.80,79.90,105.30,100.46,86.60,85.80,48.50,56.00,,
2019M09,,,,,93.20,83.40,108.50,100.43,102.90,98.90,48.10,53.20,,
2019M10,,,,,95.50,84.20,113.20,100.50,98.20,106.20,48.10,54.80,,
2019M11,,,,,96.80,87.30,111.60,100.64,84.30,105.90,48.10,53.60,,
2019M12,,,,,99.30,88.90,115.50,100.75,87.00,87.20,47.90,55.70,,
2020M01,,1.32,0.23,,99.80,90.50,114.40,100.68,88.10,85.50,51.40,56.00,,
2020M02,,13.86,0.59,0.03,101.00,92.10,114.80,100.19,95.40,95.00,50.30,56.90,,
2020M03,8.33,36175.97,6195.29,172.84,89.10,79.70,103.70,99.11,111.90,119.40,49.10,52.80,1.00,0.00
2020M04,72.69,666100.07,29632.00,2042.47,71.80,70.10,74.30,97.95,107.90,131.90,41.60,41.50,6996.00,1637.00
2020M05,72.69,1465070.29,22900.45,1329.39,72.30,65.90,82.30,97.59,100.90,148.70,43.50,45.20,68515.00,1880.00
2020M06,72.69,2163575.00,28598.40,652.40,78.10,72.30,87.10,97.80,108.50,159.60,52.40,56.80,108613.00,767.00
2020M07,68.98,3589531.07,61313.39,855.06,72.50,65.90,82.80,98.08,103.80,157.20,53.90,57.00,128120.00,702.00
2020M08,67.13,5377182.94,48327.74,930.13,74.10,68.50,82.90,98.33,92.80,148.90,55.40,57.40,155040.00,1116.00
2020M09,67.13,6660195.30,39997.87,772.63,80.40,75.60,87.80,98.54,86.70,144.30,55.40,57.70,183831.00,1067.00
2020M10,62.50,8117470.07,62238.87,792.03,81.80,79.20,85.90,98.62,89.00,145.50,58.80,56.10,206836.00,896.00
2020M11,62.50,11309508.17,149732.30,1332.00,76.90,70.50,87.00,98.62,90.20,144.40,57.30,56.50,231003.00,509.00
2020M12,75.46,17067318.03,211372.65,2583.71,80.70,74.60,90.00,98.75,95.40,144.80,60.50,57.80,273042.00,2561.00
2021M01,71.76,23694591.48,197988.61,3096.00,79.00,74.00,86.70,98.90,88.80,144.50,59.40,58.50,352760.00,2205.00
2021M02,71.76,27764482.71,85987.07,2328.18,76.80,70.70,86.20,99.20,80.80,143.00,60.90,55.90,448319.00,1781.00
2021M03,68.06,29684396.55,58562.94,1182.94,84.90,79.70,93.00,99.64,76.70,153.80,63.70,62.20,513035.00,1317.00
2021M04,56.02,31608154.23,62952.20,794.37,88.30,82.70,97.20,99.99,79.00,152.90,60.60,62.70,549480.00,1100.00
2021M05,56.02,33029592.65,29627.81,585.26,82.90,78.80,89.40,100.25,73.70,147.40,61.60,63.20,572960.00,749.00
2021M06,56.02,33607782.50,13198.83,347.77,85.50,83.50,88.60,100.40,65.80,147.20,60.90,60.70,590999.00,643.00
2021M07,58.83,34250669.84,42743.58,283.81,81.20,79.00,84.50,100.29,65.60,139.70,59.90,64.10,601071.00,283.00
2021M08,46.67,37142058.87,138329.13,910.26,70.30,65.10,78.50,100.02,75.80,145.30,59.70,62.20,609820.00,233.00
2021M09,52.48,41690655.03,138172.50,1970.87,72.80,68.10,80.10,99.84,79.50,150.20,60.50,62.60,639870.00,2044.00
2021M10,52.29,44949031.68,81097.39,1549.48,71.70,67.90,77.70,99.63,78.10,138.90,60.80,66.70,699074.00,2131.00
2021M11,52.17,47348965.67,85092.60,1153.43,67.40,63.50,73.60,99.39,,,60.60,68.40,746222.00,1253.00
2021M12,48.68,50940719.84,203276.68,1485.29,70.60,68.30,74.20,99.15,,,58.80,62.30,781572.00,2003.00
2022M01,47.67,66048933.10,656657.42,2044.52,67.20,64.10,72.00,98.82,,,57.60,59.90,826015.00,401.00
2022M02,45.62,77918353.79,140684.00,2194.25,62.80,59.40,68.20,98.37,,,58.60,56.50,892378.00,3357.00
2022M03,37.14,79776388.84,33575.77,1061.26,59.40,54.30,67.20,97.82,,,57.10,58.30,952217.00,1768.00
2022M04,29.90,80801298.40,41492.37,436.30,65.20,62.50,69.40,97.43,,,55.40,57.10,984173.00,830.00
2022M05,27.96,82890040.90,92298.81,355.10,58.40,55.20,63.30,97.05,,,56.10,55.90,996363.00,23.00
2022M06,26.50,86087278.30,111589.93,364.76,50.00,47.50,53.80,96.67,,,53.00,55.30,1008026.00,677.00
2022M07,32.00,89555943.19,118378.00,409.81,51.50,47.30,58.10,96.47,,,52.80,56.70,1018153.00,502.00
2022M08,30.75,93142267.74,102718.61,548.10,58.20,58.00,58.60,96.46,,,52.80,56.90,1030932.00,574.00
2022M09,24.23,95549486.70,61096.63,439.10,58.60,58.00,59.70,96.46,,,50.90,56.70,1047233.00,681.00
2022M10,25.94,96387466.00,7894.00,35.00,59.80,56.20,65.30,,,,,,1059814.00,35.00